471,192,479,172
488,198,492,177
501,202,509,182
517,206,525,186
532,209,540,189
548,213,556,193
564,216,570,195
582,219,582,197
597,220,597,198
611,221,614,200
628,223,628,201
642,225,646,204
654,229,664,210
670,236,676,215
685,242,691,221
697,247,708,229
711,257,721,238
719,265,736,252
728,275,747,265
734,284,756,282
754,301,733,296
747,318,728,308
742,332,722,323
735,348,716,337
728,361,708,352
721,375,701,367
712,391,694,379
701,406,685,390
682,415,675,395
666,420,660,399
649,425,646,404
635,429,629,408
616,432,616,410
601,433,599,412
584,434,584,412
568,432,570,411
551,431,556,410
535,427,540,406
520,423,524,402
503,419,511,399
492,418,492,396
473,415,481,395
459,413,465,392
444,409,448,388
426,403,436,384
412,396,422,377
397,387,409,369
384,379,394,360
369,369,383,352
358,362,366,342
343,353,353,334
329,344,339,325
314,335,327,318
300,327,313,310
287,320,298,301
275,315,281,294
260,310,266,289
247,306,249,285
233,305,233,283
217,304,217,282
201,304,201,282
181,302,190,282
166,298,174,278
151,292,159,272
136,285,146,266
122,277,132,258
106,266,121,250
95,258,106,239
81,247,96,231
70,237,83,220
56,227,72,212
44,217,60,202
33,207,48,191
21,194,38,181
11,178,31,170
5,161,26,158
24,145,2,145
23,130,1,130
24,118,3,112
28,105,9,95
35,92,17,80
42,80,26,65
53,69,37,54
64,61,52,43
79,52,65,35
91,46,81,27
103,42,99,21
119,37,114,16
134,34,131,13
149,33,146,12
163,33,163,11
179,33,179,11
195,32,195,10
211,30,211,8
227,29,227,7
243,27,243,5
260,25,258,4
275,24,275,2
291,23,291,1
305,23,308,2
318,27,326,7
332,34,341,14
344,41,356,23
355,48,371,33
360,60,383,48
364,73,384,66
366,87,387,83
368,102,389,100
373,120,393,112
381,136,399,124
396,149,408,131
409,157,423,140
424,166,436,148
438,175,450,157
454,184,462,164
467,190,477,171
