285,51,285,29
301,51,301,29
320,47,314,26
335,43,330,22
348,40,348,18
358,40,367,20
377,41,379,20
393,43,395,22
408,45,412,24
422,48,430,28
438,52,445,32
451,58,461,39
467,64,475,44
483,70,489,49
492,76,507,60
503,86,519,71
511,94,531,86
518,107,539,102
521,122,542,119
542,136,520,136
538,154,517,150
529,173,513,158
516,183,501,167
499,193,491,173
486,200,476,181
471,207,463,187
460,212,447,195
452,219,432,210
446,228,424,228
447,244,425,244
435,265,450,249
449,274,462,257
458,282,476,270
470,295,486,280
484,308,495,289
494,317,509,301
504,328,520,313
513,339,531,327
523,351,541,339
537,365,550,348
567,369,540,367
555,385,535,376
544,401,528,386
530,413,518,395
516,422,506,403
502,431,493,411
485,436,479,415
470,438,462,418
455,441,446,421
437,444,432,423
421,448,416,427
403,450,403,428
388,451,388,429
372,452,372,430
358,453,355,432
337,450,348,431
321,443,334,425
313,440,313,418
299,443,296,418
282,445,282,423
266,445,266,423
250,445,250,423
234,445,234,423
217,444,220,423
201,443,205,422
187,442,187,420
168,437,177,417
153,430,163,411
139,423,149,404
124,415,137,398
112,409,123,390
97,394,116,384
115,374,93,374
117,363,97,355
125,352,107,340
134,341,118,326
146,331,130,316
157,322,144,305
171,314,157,297
183,307,172,288
198,297,182,282
209,286,193,271
220,270,200,261
225,251,204,251
204,240,224,231
201,231,214,214
190,226,196,205
174,219,184,200
160,213,170,194
146,208,154,188
133,202,139,181
119,196,125,175
104,189,111,169
87,182,99,164
73,174,85,156
61,165,71,146
53,161,52,139
31,159,45,140
20,140,40,132
13,127,32,117
6,110,27,105
23,93,1,93
24,80,3,75
30,67,10,58
37,54,19,42
47,44,31,29
58,36,46,18
69,31,64,10
84,26,81,5
97,24,97,2
116,23,110,2
129,23,129,1
145,23,145,1
158,24,164,3
173,26,181,6
189,30,196,10
203,35,212,15
218,39,227,19
236,42,240,21
250,45,258,25
266,48,272,27
285,51,285,29
