327,333,321,312
344,326,334,307
357,319,349,299
372,308,359,291
385,296,369,281
397,280,377,271
404,269,387,256
414,254,395,244
422,241,403,231
431,227,411,218
438,214,419,204
447,200,428,190
457,186,437,177
465,175,447,163
474,162,456,150
483,147,463,138
490,135,472,123
500,120,480,111
508,108,489,98
515,95,497,83
524,80,505,70
533,68,515,56
542,57,526,43
554,47,538,32
565,39,552,22
576,31,566,12
590,24,580,4
593,23,606,4
596,31,616,23
601,47,620,37
606,60,627,55
610,75,631,70
614,93,634,84
637,104,615,104
617,120,638,118
619,138,640,132
642,151,620,151
643,167,621,167
643,183,621,183
643,199,621,199
639,218,619,210
634,233,613,224
614,244,635,241
617,260,638,257
639,274,617,274
638,290,616,290
635,308,614,303
630,324,610,317
624,340,605,330
615,355,598,342
606,367,588,354
594,380,578,365
580,392,568,374
567,400,555,382
554,408,541,391
537,417,531,396
524,422,514,403
508,427,500,407
493,431,485,411
475,436,471,415
459,441,455,420
441,445,441,423
426,446,426,424
411,447,409,426
394,448,394,426
377,447,380,426
363,447,363,425
345,446,350,425
333,445,332,424
316,445,318,424
301,444,301,422
283,441,288,420
269,439,271,418
254,438,254,416
243,440,234,420
229,447,219,428
215,453,205,434
199,459,190,439
181,464,177,443
163,468,163,446
147,469,147,447
131,468,131,446
113,466,117,445
98,463,102,442
81,457,89,437
67,451,74,431
50,442,63,425
38,436,48,416
22,426,37,410
10,414,26,400
23,393,1,393
24,377,2,377
25,365,5,357
29,351,10,341
36,341,21,326
47,332,35,314
59,323,49,304
72,318,65,298
84,315,83,294
97,315,101,294
111,317,119,297
131,321,131,299
143,323,149,302
159,325,165,304
175,328,181,307
192,332,195,311
209,336,209,314
222,337,227,316
240,338,240,316
256,338,256,317
269,339,274,318
287,340,287,318
305,338,300,317
322,334,313,314
