286,408,286,386
302,407,302,385
318,406,318,385
334,405,334,383
353,403,347,382
366,402,366,380
381,400,381,378
401,396,392,376
409,394,414,372
433,391,418,372
441,374,423,362
447,360,429,348
454,340,432,340
455,324,433,324
432,315,450,303
423,299,443,291
416,285,436,277
408,271,428,263
401,257,421,249
394,242,415,236
387,228,408,222
382,220,397,204
396,202,375,196
400,198,391,178
412,191,406,170
428,185,419,165
441,180,436,159
458,173,448,154
474,162,458,147
486,152,470,137
498,138,479,128
505,120,484,117
509,103,487,103
487,91,507,83
483,78,501,66
475,66,491,51
465,57,477,39
453,50,461,30
438,42,447,22
425,36,430,15
410,31,415,10
395,27,400,6
379,24,384,3
366,23,366,1
350,23,350,2
334,25,334,3
321,27,316,6
307,30,298,10
290,36,285,15
278,40,267,22
262,46,254,26
244,50,241,29
230,53,225,32
214,57,210,36
200,60,193,40
185,65,177,45
169,70,162,50
156,75,146,56
142,81,132,62
130,87,116,70
116,95,103,78
104,103,89,87
89,114,78,95
79,122,63,107
65,134,53,116
55,144,40,128
43,155,28,139
35,163,15,154
29,176,8,171
25,191,4,187
23,205,1,205
24,221,2,221
6,238,27,235
10,255,31,249
16,271,36,263
23,286,43,277
31,301,50,291
41,317,57,302
50,328,68,316
62,340,78,325
74,351,89,335
90,362,100,343
106,370,112,349
118,376,128,357
133,383,141,363
149,389,155,368
164,394,170,373
178,398,186,378
195,402,199,381
211,405,215,384
229,407,229,385
245,408,245,386
261,409,261,387
280,408,274,387
