458,23,458,1
474,24,474,2
484,26,494,7
494,34,510,19
504,47,519,31
511,58,529,46
519,71,538,60
524,84,544,76
543,97,522,93
538,113,517,107
530,129,511,119
519,144,503,129
506,156,493,138
495,165,479,150
480,175,467,158
466,184,454,166
454,192,439,177
440,204,428,186
429,213,415,197
420,223,402,211
413,236,394,226
408,248,387,243
403,262,382,259
401,276,379,276
383,296,402,286
390,310,409,300
404,322,418,306
415,332,431,317
429,343,442,326
441,353,454,336
452,363,467,347
458,372,478,364
476,388,458,374
462,399,447,383
450,409,435,394
438,419,422,404
426,429,410,414
414,439,398,424
400,450,388,432
385,460,377,440
372,467,362,448
358,475,350,455
347,482,335,464
333,491,321,473
320,500,308,482
307,509,295,491
293,518,281,500
280,526,267,509
263,534,255,514
247,538,241,517
231,541,226,520
213,543,213,521
197,542,197,520
181,540,181,518
162,535,169,515
146,530,155,510
131,525,140,505
118,522,123,501
101,518,109,498
90,516,90,494
73,512,77,491
56,507,63,487
40,501,50,482
25,491,40,475
14,477,31,464
5,461,25,453
23,442,1,442
26,439,13,422
39,431,27,413
50,425,44,404
60,425,65,404
75,430,80,409
90,434,95,413
106,436,109,415
121,437,124,416
137,438,139,417
154,439,154,417
173,437,167,416
188,434,183,413
204,429,197,409
219,423,211,403
234,414,224,395
247,406,237,387
263,392,245,380
271,381,255,366
280,368,265,352
265,351,286,342
258,345,271,327
247,337,255,317
232,329,242,310
220,324,225,303
206,320,209,299
190,317,195,296
176,314,179,293
162,312,162,290
144,309,149,288
127,304,136,284
112,297,122,278
96,285,112,270
86,268,106,260
81,253,101,245
99,234,77,234
101,223,81,214
107,208,87,200
114,197,97,184
121,188,109,170
136,179,122,162
145,175,141,154
158,173,158,151
174,173,174,151
190,172,190,151
205,172,207,151
222,173,222,151
235,175,240,154
251,179,255,158
265,181,271,160
285,181,283,160
301,178,297,157
316,174,312,153
333,168,325,148
349,161,339,142
363,149,347,134
375,134,356,124
383,120,363,112
390,106,370,98
396,89,375,86
375,80,394,67
363,64,387,60
390,55,372,43
400,45,384,30
412,35,397,19
425,28,412,11
433,24,432,2
448,23,448,1
