343,89,343,67
358,88,358,66
374,88,374,66
390,88,390,66
409,87,403,66
423,86,420,65
437,86,437,64
452,86,454,65
467,89,471,68
480,93,488,73
493,99,503,80
507,107,517,88
519,115,532,98
531,124,546,108
543,134,559,119
554,145,570,131
564,156,582,144
573,168,592,157
583,182,600,169
589,192,610,185
598,208,617,197
603,220,624,215
608,236,629,230
629,252,608,246
626,267,605,263
620,284,600,276
613,299,593,290
603,315,587,300
593,327,577,313
579,340,567,322
563,349,555,329
548,355,541,335
531,359,527,338
513,361,513,339
497,361,497,339
479,361,485,340
466,361,466,339
450,361,450,339
434,361,434,339
418,361,418,339
402,362,402,340
386,362,386,340
370,362,370,340
353,360,356,339
339,359,339,337
322,357,324,336
306,356,308,335
290,355,292,334
274,354,276,333
258,353,260,332
243,353,243,331
227,352,227,330
209,351,214,330
192,348,200,328
178,343,184,322
162,336,172,317
148,328,158,309
133,315,150,302
123,304,138,289
111,294,126,278
100,283,115,267
88,268,107,258
80,256,98,244
71,242,90,232
63,229,82,218
55,215,74,204
47,201,66,191
39,186,59,179
32,170,53,166
26,156,47,150
21,144,40,134
14,128,35,122
9,115,29,106
4,97,25,94
23,81,1,81
23,65,1,65
23,49,1,49
25,39,6,29
30,24,10,15
31,22,29,2
36,23,52,8
48,33,64,18
60,43,76,28
72,53,88,38
86,65,98,47
98,75,110,57
110,85,122,67
121,94,135,78
135,105,146,86
153,113,157,92
170,116,170,94
186,115,186,93
206,112,197,92
219,110,214,89
237,106,228,86
250,103,246,82
266,99,262,78
279,96,279,74
296,93,293,72
310,91,310,69
328,89,324,68
342,89,342,67
