277,65,277,43
292,66,292,44
305,72,309,48
326,64,316,45
340,57,330,38
353,52,348,31
368,49,364,28
382,48,382,26
398,48,398,26
414,49,414,27
425,50,434,30
440,52,449,32
458,55,463,34
474,57,477,36
487,60,495,40
502,64,510,44
516,69,526,50
531,76,539,56
541,81,557,66
555,93,568,75
559,100,579,93
581,112,559,112
580,128,558,128
576,145,555,141
568,163,550,151
554,178,542,160
539,187,529,168
522,190,516,169
503,192,503,170
490,193,484,172
471,195,471,173
459,196,451,176
446,201,435,182
424,205,446,202
436,223,451,207
445,233,463,221
454,246,472,234
462,259,481,249
472,274,489,261
483,288,498,272
489,298,508,288
496,311,515,301
523,321,500,318
504,339,500,318
486,341,486,319
470,342,470,320
463,342,444,320
445,352,435,321
432,356,425,335
417,360,409,340
402,364,394,344
384,368,381,347
369,371,366,350
355,374,349,353
338,376,334,355
324,378,318,357
307,380,305,359
292,382,288,361
274,383,274,361
259,384,259,362
244,383,244,361
226,381,231,360
213,380,213,358
197,379,197,357
177,377,186,357
161,374,170,354
146,370,154,350
131,364,139,344
117,358,125,338
101,351,111,332
86,340,101,324
75,323,95,315
95,304,73,304
96,292,75,286
100,276,79,271
103,263,83,254
109,248,89,239
114,232,94,224
119,217,99,208
124,199,103,195
103,183,124,180
98,171,118,163
92,159,110,147
83,147,100,134
73,138,86,121
61,131,71,112
47,122,59,104
32,111,48,96
21,102,34,84
9,87,26,74
1,69,22,63
25,58,7,46
35,50,22,33
47,44,37,25
62,36,50,18
75,31,66,11
87,27,83,6
101,24,99,3
118,22,114,1
132,23,132,1
143,24,151,4
158,28,166,8
172,33,182,14
188,39,196,19
204,44,211,24
221,50,226,29
237,55,241,34
252,60,256,39
269,64,269,42
