285,38,285,16
298,40,302,19
314,44,318,23
328,47,336,27
343,50,351,30
357,56,367,37
363,63,382,53
370,76,390,68
377,91,396,81
387,107,403,92
399,120,412,103
412,130,424,112
427,138,439,120
442,146,452,127
450,155,466,140
456,165,476,157
461,178,482,173
465,193,486,188
490,206,468,206
471,223,492,219
476,241,496,232
489,258,502,241
507,267,512,246
523,271,528,250
537,274,546,254
554,278,559,257
565,283,577,265
570,290,590,283
593,302,571,302
591,320,570,316
585,337,565,329
576,353,558,341
566,366,548,353
552,379,539,362
533,386,529,365
515,387,515,365
496,384,504,364
481,381,487,360
466,377,471,356
451,373,455,352
437,370,437,348
417,366,426,346
403,363,409,342
388,360,393,339
373,356,377,335
357,353,362,332
340,349,348,329
326,346,331,325
310,342,315,321
293,337,302,317
280,331,286,310
265,323,273,303
249,314,261,296
236,307,245,287
222,299,231,279
210,294,213,273
196,292,197,271
181,291,181,269
162,290,168,269
147,288,151,267
127,280,142,264
117,261,138,257
114,247,134,239
133,228,111,228
109,221,126,206
109,221,100,201
94,225,85,205
77,231,72,210
63,235,55,215
44,238,44,216
28,238,28,216
7,224,27,215
3,207,24,201
2,191,23,186
23,173,1,173
23,157,1,157
24,141,2,141
25,125,3,125
26,109,4,109
27,95,6,92
29,79,8,77
31,64,10,61
33,47,11,47
31,32,9,32
33,29,21,11
42,27,42,6
59,23,55,2
73,24,73,2
89,25,89,3
104,25,106,4
121,25,121,3
137,25,137,3
153,25,153,3
167,25,170,4
182,26,186,5
200,28,200,6
216,29,216,7
231,30,233,9
245,32,251,11
261,34,266,13
275,36,284,16
