233,60,239,39
243,66,256,49
257,75,269,57
270,83,283,66
280,92,296,77
286,100,307,94
291,115,312,109
296,132,316,123
300,147,320,139
304,162,324,154
309,178,329,170
313,192,334,186
319,208,339,200
326,223,345,213
337,238,352,222
355,249,360,228
372,252,374,231
389,254,389,232
405,254,405,232
423,252,417,231
438,249,433,228
456,245,447,225
470,242,464,221
482,240,482,218
498,239,498,217
512,239,515,218
527,241,531,220
541,245,549,225
552,251,565,234
562,261,578,246
570,270,590,262
578,284,598,276
585,298,605,290
590,313,610,306
613,325,591,325
614,341,592,341
611,361,591,352
606,377,587,367
599,391,580,381
590,407,574,392
581,419,563,406
567,432,554,415
551,442,543,422
534,448,531,427
519,450,515,429
503,452,500,431
489,454,483,433
472,456,469,435
457,457,454,436
440,458,440,436
424,458,424,436
408,458,408,436
392,458,392,436
376,458,376,436
358,456,364,435
342,452,348,431
327,447,333,426
312,441,318,420
296,435,305,415
282,429,290,409
268,424,274,403
252,418,260,398
237,412,245,392
222,406,231,386
208,400,216,380
193,394,202,374
176,387,188,369
162,381,174,363
151,377,156,356
136,372,141,351
121,368,126,347
105,363,110,342
88,357,97,337
73,350,83,331
59,343,69,324
44,333,57,316
33,324,44,305
19,307,39,299
12,293,32,285
6,278,26,270
2,260,23,257
23,243,1,243
23,229,2,226
24,213,3,211
26,196,4,196
28,182,7,179
32,165,10,164
34,151,13,147
36,134,14,134
38,118,16,118
41,104,20,100
45,89,24,84
49,71,27,71
21,56,46,55
49,51,33,36
57,45,50,25
70,37,62,17
84,30,76,10
98,28,92,7
114,24,108,3
126,22,128,1
139,24,147,4
155,28,162,8
170,32,178,12
186,39,192,18
201,46,207,25
213,51,223,32
227,57,237,38
