404,95,404,73
421,92,418,71
438,88,433,67
453,84,448,63
468,79,463,58
483,73,478,52
499,67,493,46
515,59,505,40
530,48,515,32
540,39,529,20
552,29,542,10
564,24,561,3
578,23,578,2
594,24,594,2
607,26,611,5
618,31,628,12
631,39,642,20
643,47,656,30
653,58,668,42
657,66,678,60
662,81,683,77
666,98,687,92
668,113,689,108
690,126,668,126
689,143,668,140
686,159,665,155
682,175,661,170
677,192,657,183
672,207,652,198
666,221,646,213
651,237,639,219
638,245,625,228
621,254,615,233
606,259,602,238
590,262,587,241
573,264,573,242
557,265,557,243
541,266,541,244
524,265,526,244
509,265,509,243
493,264,493,243
474,263,480,242
461,263,461,241
445,263,445,241
427,262,431,241
411,260,415,239
393,256,402,236
377,248,389,230
364,239,376,221
350,229,364,213
338,222,350,204
325,216,335,197
313,212,316,191
299,210,299,188
285,213,281,192
275,219,264,200
261,227,251,208
250,234,235,218
238,244,222,229
231,253,211,245
226,265,205,261
223,281,202,276
220,297,199,291
217,312,196,308
217,326,196,326
214,345,194,338
209,362,190,352
202,378,185,364
186,389,176,370
171,394,161,375
153,399,149,378
135,400,135,378
115,393,130,373
104,386,114,367
90,379,100,360
77,372,85,352
61,363,73,345
47,353,62,337
35,342,50,326
23,329,40,316
13,315,31,304
5,297,26,292
2,280,23,277
23,266,2,260
26,254,8,242
33,240,15,228
42,226,23,216
49,212,30,202
57,197,37,189
65,187,48,174
76,177,60,162
86,169,74,151
100,160,87,143
115,150,99,135
125,141,113,123
138,131,126,113
149,123,141,103
166,113,151,97
176,109,168,89
190,105,186,84
207,101,201,80
223,99,217,78
236,98,236,76
252,97,252,75
268,97,268,75
284,96,284,74
300,96,300,74
316,96,316,74
332,96,332,74
347,97,347,75
363,98,363,76
379,97,379,75
398,95,392,74
